clade_name	NCBI_tax_id	SRS149181	SRS149075	SRS148817	SRS148784	SRS148196	SRS148159	SRS147766	SRS147346	SRS146764	SRS145497	SRS144714	SRS144506	SRS144362	SRS144297	SRS143991	SRS143876	SRS143780	SRS143598	SRS143417	SRS143342	SRS143181	SRS143148	SRS143070	SRS142781	SRS142712	SRS142599	SRS142542	SRS142505	SRS142503	SRS140645	SRS140513	SRS140492	SRS105082	SRS104400	SRS104197	SRS103987	SRS101433	SRS101376	SRS100021	SRS098881	SRS098827	SRS098717	SRS098655	SRS098514	SRS097958	SRS097920	SRS097889	SRS078665	SRS078419	SRS078242	SRS077849	SRS077753	SRS077641	SRS077589	SRS077552	SRS077502	SRS077454	SRS077392	SRS077294	SRS077231	SRS077194	SRS077127	SRS076929	SRS076876	SRS076756	SRS075984	SRS075878	SRS075773	SRS075341	SRS075078	SRS074964	SRS074670	SRS064973	SRS063518	SRS063489	SRS058070	SRS056273	SRS055533	SRS054352	SRS053649	SRS053573	SRS053356	SRS050026	SRS049896	SRS049402	SRS045739	SRS045528	SRS043667	SRS024663	SRS021219	SRS021153	SRS020622	SRS017916	SRS016438	SRS016437	SRS013639	SRS013638	SRS013098	SRS012969	SRS012849
g__Tissierellia_unclassified	2|1239|1737404|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Fusobacterium	2|32066|203490|203491|203492|848	0	0	0	0	0	0	0	0	0	0	0	0.00797	0	0	0	0	0	0	0	0.00756	0.00234	0	0	0	0	0	0	0	0	0.03246	0.00108	0	0	0.0018	0	0	0	0.00301	0	0	0	0	0	0	0	0	0	0.41888	0	0	0	0	0	0	0	0.02705	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07471	0	0	0.00948	0	0	0	0.05264	0	0	0	0	0	0.13731	0	0	0	0	0.00078	0	0	0	0.00113	0	0.00069	0	0	0	0	0	0
g__Leptotrichia	2|32066|203490|203491|1129771|32067	0	0	0	0	0	0	0	0	0	0	0	0.00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Victivallis	2|256845|1313211|278082|255528|172900	0	0	0	0	0.00377	0	0	0.00569	0	0.02699	0	0.02937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03052	0.07557	0	0	0	4e-05	0.00785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sphingomonas	2|1224|28211|204457|41297|13687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0.00205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00262	0.00064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lautropia	2|1224|28216|80840|119060|47670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038	0	0	0	0	0	0	0.00045	0	0	0	0	0	0.00231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026	0	0	0	0	0	0	0	0	0	0.00065	0	0	0.00048	0	0	0	0	0	0.01299	0	0	0	0	0.00012	0	0
g__Ralstonia	2|1224|28216|80840|119060|48736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076	0.00153	0.00539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00471	0.00206	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0.00418	0	0	0	0	0	0.00105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Comamonas	2|1224|28216|80840|80864|283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Oxalobacter	2|1224|28216|80840|75682|846	0	0	0	0	0.15412	0	0	0	0	0	0	0.00093	0.01255	0	0	0.00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132	0	0	0	0	0.00428	0	0	0.00577	0	0	0	0	0	0	0	0.06917	0.11032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Parasutterella	2|1224|28216|80840|995019|577310	0.02267	0	0.12932	0.12597	0.44544	0.2321	0.34873	0.87075	0.00162	0.0048	0.31658	0.03118	0.81869	0.32174	0.20938	0.06783	0	0.05539	0.05889	0.52043	0.02773	0.50435	0	0	0	0.2637	0.16563	0	0	0	0.10815	0.09875	0.05611	0.11702	0.09768	0.37587	0.19309	0.02261	0	0.11571	1.53845	0.94755	0.2002	0.0784	0.51438	0.0993	0	0.00271	0.52591	0	0.79543	0	0.02906	0.08306	0.13385	2.0962	0	0	0.3742	1.22282	0	0	0.07039	0	0.04243	0.12586	0.23438	1.42813	3.85598	0.67444	0	0	0.95912	0.07531	0.11591	7.69114	1.53138	0.07626	0.03743	0.00181	0	0	0.00214	0.00086	0.09282	0	0	0	0	1.28819	0	0	0.51578	0.10304	0.08496	0.17101	0.12404	0.0596	0.19734	0.03571
g__Sutterella	2|1224|28216|80840|995019|40544	0.00231	0	0	0.00384	0	0	0	0	0.19355	0.03463	0	0.11447	0	0	0	0.06295	0	0	0	0	0.00798	0.0035	0.00841	0	0	0	0	0	0	0.00085	0	0	0.13288	0	0	0	0	0.0881	0	0.00128	0	0	0	0	0	0	0.00021	0.08079	0	0	0	0	0.01868	0	0	0	0	0	0	0	0.00375	0	0.00045	0	0.11899	0	0.00083	0	0	0	0	0.00326	0	0	0	0	0	0	0	0.05694	0	0	0.0281	0.02175	0	0.00352	0	0.00809	0	0	0	0	0	0	0	0	0	0.00041	0	0.00236
g__Turicimonas	2|1224|28216|80840|995019|1918598	0	0	0.03197	0	0.03288	0.1177	0.05407	0.0156	0	0	0.03427	0	0.17171	0.03869	0.20741	0.00135	0	0.1442	0.01537	0.01287	0	0.01416	0	0	0	0.00191	0.02897	0	0	0	0.05488	0.03985	0	0.00278	0.03904	0.07633	0.01373	0	0	0.00751	0.07131	0.40254	0.12514	0.26613	0.07184	0.00196	0	0	0.03792	0	0.32901	0	0	0.01124	0.14269	0.05122	0	0	0.02086	0.06189	0	0	0	0	0	0.03214	0.03346	0.0395	0.08724	0.13288	0	0	0.04572	0.00283	0.00749	0.24524	0.18546	0.00528	0.00161	0	0	0	0	0	0.04135	0	0	0	0	0.09921	0	0	0.01713	0.00023	0	0.00469	0	0.0006	0.11041	0
g__Morococcus	2|1224|28216|206351|481|212742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Neisseria	2|1224|28216|206351|481|482	0.01084	0.00982	0	0.00411	0	0	0	0	0	0.00131	0.01068	0.00266	0	0.00496	0	0	0	0	0	0	0	0.00585	0	0	0	0	0.00655	0	0	0.04534	0.01234	0.006	0	0	0	0	0	0.01242	0.00414	0	0	0	0	0	0.00428	0.02279	0	0.00402	0.00407	0.00172	0	0.00612	0.00531	0.00165	0	0	0	0.0107	0	0	0	0.01091	0	0.00131	0.01038	0.00693	0.00676	0.00708	0.00238	0.00479	0.00287	0.00425	0.00177	0.00904	0.00071	0.00727	0.0064	0.00493	0.00692	0	0.00188	0	0.0011	0.00783	0.00304	0.00797	0.00699	0.00204	0.00556	0.00289	0.00058	0.0111	0.04661	0.00504	0	0.00869	0	0.00651	0.00394	0.00186
g__Bilophila	2|1224|28221|213115|194924|35832	0.02431	0.16726	0.0003	0.06019	0.08367	0.05012	0	0.00173	0.00284	0	0.03182	0.06004	0.00577	0.01613	0.33421	0.0041	0	0.00687	0.00333	0.18917	0.00015	0.00448	0	0	0.04548	0	0.00703	0	0.003	0	0.00497	0	0.0103	0.18162	0	0.00318	0	0.00489	0.05411	0.00559	0	0.06055	0.2295	0.02767	0.03265	0.12389	0	0.00831	0.02903	0	0.01401	0.00103	0	0.00257	0	0	0	0.14828	0	0.00068	0.00176	0.15628	0.04005	0	0	0.0017	0.04701	0.03751	0	0.10008	0.00664	0	0	0	0	0	0.01586	0	0	0	0	0.30213	0.01303	0.00142	0	0	0.01308	0	0.01857	0	0	0	0	0	0	0.00209	0	0.02453	0.02468	0.09765
g__Desulfovibrio	2|1224|28221|213115|194924|872	0	0	0	0	0	0	0	0	0	0.03244	0	0	0	0	0	0.01603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04873	0.00093	0	0	0	0	0	0	0	0	0.37729	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00776	0	0	0	0	0	0	0	0.01286	0	0	0.06116	0	0	0.02204	0	0	0	0	0	0	0	0	0	0	0	0.00347	0	0
g__Desulfovibrionaceae_unclassified	2|1224|28221|213115|194924|	0	0	0	0	0	0	0	0	0	0	0	0	0.17353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25067	0	0	0	0	0	0	0.10896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Campylobacter	2|1224|29547|213849|72294|194	0	0	0	0	0.0114	0	0	0	0	0	0	0.00334	0.0005	0	0	0	0	0	0	0.03097	0.01302	0	0	0.00172	0	0	0	1.06839	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09787	0.00277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00205	0.05891	0	0	0	0	0	0	0	0	0	0	0	0	0.00345	0	0
g__Cardiobacterium	2|1224|1236|135615|868|2717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072	0	0	0	0	0	0	0
g__Enterobacter	2|1224|1236|91347|543|547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91348
g__Escherichia	2|1224|1236|91347|543|561	0	0	0	0	0.35465	0.21674	0.01495	0.01245	0	0	0.05986	0.00413	0.42368	0	0.00147	0.00021	0.00031	0.00473	0	0.09081	0	0	0.00241	0.2594	0.10103	0.21322	0.00601	0.46366	0.0068	0	0	0.49098	0.1583	0.05569	0.00087	0.00685	0	0	0.00097	0.42048	0.06314	0.18481	0.00161	0.01937	0	0.0627	0.0815	0	0.00469	0.06295	0.00641	0.10894	0	0	0.00273	0.26168	0.55271	0.15354	0.00377	0	0.0019	0.41266	0.09441	0.46859	0	0.00134	0.13833	0.11577	0.00165	0	0.01702	0.0024	0	0.00863	0	0	0	0	0	0	0	0	0	0.00754	2.38081	0	0.09952	0.00252	0	0	0.30933	0	0	0.01557	0.02432	0	0.02436	0.05392	0	0
g__Klebsiella	2|1224|1236|91347|543|570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08137	0	0	0	0	0	0	0	0	0.00103	0	0	0	0	0	0.00666	0	0	0	0	0.01895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06236	0	0	0	0	0	0	0.0265	0	0	0	0	0	0	0.06778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02875
g__Pantoea	2|1224|1236|91347|1903409|53335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02641	0	0	0	0	0	0	0
g__Serratia	2|1224|1236|91347|1903411|613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Aggregatibacter	2|1224|1236|135625|712|416916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Haemophilus	2|1224|1236|135625|712|724	0.01923	0.01364	0.02216	0.00203	0.00056	0	0.00319	0.00523	0.00931	0.02259	0.02516	0.00203	0	0.01297	0.00026	0	0.00218	0	0.00072	0	0.06716	0.00249	0.00386	0.05375	0.00199	0.00023	0.00662	0	0.02587	0.01233	0.04921	0.00382	0.00806	0	0.00977	0	0.00207	0.09374	0.00687	0.00298	0	0	0	0.00011	0.01189	0.00507	0.00139	0.00518	0.06215	0.07444	0.05919	0.00868	0.00425	0	0.00684	0.06678	0.04485	0.018	0	0.00322	0	0.00425	0.0359	0.0146	0.05937	0.00832	0.00683	0	0.12238	0.00753	0.01292	0.03751	0.05847	0.00929	0	0.43306	0.03688	0.07264	0.01036	0.00383	0.00609	0.01928	0.00089	0.15438	0	0.09061	0.01436	0.22054	0.01356	0.00157	0	0.00426	0.03623	0.00499	0.00503	0.00495	0	0.0045	0.03209	0.01086
g__Pseudomonas	2|1224|1236|72274|135621|286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85487	0	14.5523	0	0	0
g__Proteobacteria_unclassified	2|1224||||	0	0	0.73333	0.00711	0.11022	1.47697	0.37154	0.2412	0	0.00131	0.11395	0.00134	0.71486	0.51624	2.722	0.01461	0	0.80814	0.10212	0.0252	0.0007	0.0377	0	0	0	0.01048	0.478	0	0	0	1.19962	1.39297	0.00449	0.00665	1.51382	1.83332	0.24269	0	0	0.0909	0.06356	7.03511	1.89672	1.27808	0.79729	0.00876	0	0	0.52031	0	3.3641	0	0.00064	1.01912	1.49118	0.12591	0	0	0.01566	0.079	0	0	0.00222	0	0.00061	0.52201	1.30725	0.08114	0.23895	1.46724	0	0	0.07415	0.00376	0.01066	0.4881	1.60799	0.00224	0.23595	0	0	0	0	0	1.34591	0	0	0	0	0.05741	0	0	0.01977	0.00372	0.00309	0.00744	0.0032	0.00306	1.15269	0.0012
g__Cloacibacillus	2|508458|649775|649776|649777|508459	0	0	0	0	0	0	0	0	0	0	0	0	0.00969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0	0	0	0	0	0	0	0	0	0	0	0.02972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0
g__Fretibacterium	2|508458|649775|649776|649777|1434006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088	0.00076	0	0	0
g__Pyramidobacter	2|508458|649775|649776|649777|638847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Akkermansia	2|74201|203494|48461|1647988|239934	0	0.75686	0	0.85546	35.74555	0.06756	0.92161	0.02255	0	0.00087	0.01405	0	0.1051	0.00459	1.45323	0.01234	2.86262	14.07883	0.38572	0	0	0.28416	0.01682	1.58463	0	0	0	73.88107	0.3657	0	0.02171	0	0.02956	1.84453	0.30012	0	0.16445	0.00077	0	0.09457	0.01388	0	0	0.03879	0.01482	1.11144	0.45005	0	0.11833	0	0.08456	0.99812	0.00821	0	0.01469	0	0	12.99776	11.6577	0.01602	0.0063	0	1.45726	0	0	0	0.55577	3.3426	0.34411	1.53792	1.30724	0	0	0.16984	0.00083	0.03611	0.17459	0	0.46381	0	2.46965	0	0	0.0004	0	0	3.04732	0	0.04162	1.04119	0	0	0.14978	0	0	0.52773	0.31512	2.27277	0.01567	0
g__Malassezia	2759|5204|1538075|162474|742845|55193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01591	0	0	0	0	0	0	0
g__Blastocystis	2759|||||12967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54286	0	0	0	0	0	0	0.85023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
