clade_name	NCBI_tax_id	SRS149878	SRS149783	SRS149665	SRS149594	SRS149343	SRS149093	SRS148835	SRS148529	SRS148459	SRS148423	SRS148318	SRS148214	SRS148147	SRS147880	SRS147727	SRS147661	SRS147556	SRS147433	SRS147290	SRS147175	SRS146924	SRS146849	SRS145518	SRS144774	SRS144639	SRS144219	SRS143894	SRS143778	SRS143596	SRS143465	SRS143378	SRS143340	SRS143247	SRS143016	SRS142959	SRS142710	SRS142560	SRS142521	SRS142501	SRS140666	SRS140534	SRS105169	SRS104701	SRS104644	SRS104501	SRS104416	SRS104309	SRS104195	SRS104102	SRS103964	SRS103938	SRS102823	SRS101454	SRS098842	SRS098815	SRS098642	SRS098587	SRS098530	SRS098081	SRS098039	SRS097887	SRS078686	SRS078263	SRS078241	SRS078197	SRS077793	SRS077751	SRS077649	SRS077400	SRS077343	SRS077210	SRS077032	SRS076945	SRS076812	SRS075983	SRS075979	SRS075886	SRS075829	SRS075463	SRS075419	SRS074663	SRS065347	SRS064704	SRS064666	SRS064568	SRS064376	SRS064263	SRS064225	SRS063804	SRS063417	SRS062520	SRS062512	SRS057894	SRS057807	SRS057344	SRS056796	SRS056695	SRS056623	SRS056483	SRS056156	SRS055298	SRS055018	SRS054962	SRS053741	SRS052859	SRS052756	SRS052620	SRS052330	SRS051637	SRS051548	SRS051505	SRS050184	SRS049541	SRS049390	SRS049340	SRS049237	SRS048536	SRS047335	SRS047140	SRS046034	SRS044902	SRS044742	SRS042858	SRS042625	SRS042428	SRS024428	SRS024310	SRS024068	SRS023850	SRS023468	SRS023466	SRS022734	SRS022545	SRS022158	SRS022092	SRS021969	SRS020349	SRS019989	SRS019807	SRS019600	SRS019485	SRS019379	SRS019285	SRS019245	SRS018769	SRS018535	SRS018488	SRS017700	SRS017520	SRS017497	SRS016692	SRS016584	SRS016559	SRS016516	SRS016191	SRS016111	SRS015702	SRS015587	SRS015481	SRS015425	SRS015225	SRS015168	SRS015148	SRS015073	SRS015054	SRS014801	SRS014744	SRS014629	SRS014523	SRS014494	SRS014415	SRS014343	SRS013973	SRS013542	SRS012934	SRS012294	SRS011584	SRS011355	SRS011269	SRS011111
g__Capnocytophaga	2|976|117743|200644|49546|1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78302	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49189	0	0	0	0.06878	0	0	0	0.91875	0	0	0.20446	0.29293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04872	0	0	0	0	0	0	0	0	0	0	0.04158	0	0	0	0	0	0	0	0	0	0	0	0.03522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Chlamydia	2|204428|204429|51291|809|810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Gemella	2|1239|91061|1385||1378	0	0.00307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00791	0	0	0	0	0	0	0	0	0.08859	0	0	0	0	0	0.55575	0	0	0	0	0.85571	0	0.02683	0	0.09506	0	0	0	0	0	0	0.00293	0	0	0	0	0	0	0	0	0	0	0	0	0.74165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27308	0	0	0	0.92487	0	0	0	0	0	0	0	0	0	0.15913	0	0	0	0	0	0.01838	0	0	0	0.02703	0.00587	0	0	0	0	0	0	0	0	0	0.02971	0	0.00573	0	0	0	0	0	0	0	0.33562	0.22565	0	0	0	0	0	0	0	0.10603	0	0	0	0	0	0	0	0	0	0	0.02499	0	0	0	0	0	0	0.04119	0.04078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02119	0	0	0	0	0	0.19232
g__Staphylococcus	2|1239|91061|1385|90964|1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03241	0	0	0	0	0	0	0	0	0	0	0	0	0.01902	0	0	0	0	0	0	0	0	0	0	0.11647	0	0	0.01519	0	0	0	0	0.23723	0	0	0	0	0	0.0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05757	0	0	0	0	0	0	0	0
g__Abiotrophia	2|1239|91061|186826|186827|46123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05856	0	0	0	0	0	0	0	0.02135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Aerococcus	2|1239|91061|186826|186827|1375	0	3.19148	0	0	0.04202	0.04852	0	0	0	0	0	0.87702	0	0	0	0	0	0	0	2.26598	0.38379	0	0	0	3.32321	0	0.04537	0	0	0.56146	0	0.42606	0	0	0	0.2801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1715	0	0.45011	0	0	0	0	0	0	0	0	0	15.45498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02129	0	0	0	0	0	2.68618	0	0	0	0	0	5.92595	0	0	0	0	0	0	0	0	0	2.19253	0	0	0	0	0	0	0	0	0.08826	0.09856	0	0	0	0	0	0	0	0	0	0	0	0.1052	0	0	0	0	0	0	0.03491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19617	0	0	0	0	0	0.32833
g__Granulicatella	2|1239|91061|186826|186828|117563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Enterococcus	2|1239|91061|186826|81852|1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lactobacillus	2|1239|91061|186826|33958|1578	99.99861	2.37798	98.95606	99.39455	98.17363	99.5393	96.73071	95.32938	99.76489	99.93852	99.89476	68.80967	99.46788	99.48072	77.44926	97.55812	91.79518	95.89548	72.68035	59.9426	79.05338	97.55049	98.99335	100.0	0.6999	24.69246	99.27001	99.83448	98.62844	15.42214	97.95611	83.96457	93.51782	91.65307	98.19489	6.84245	95.88433	99.78257	100.0	33.632	11.21159	99.63302	99.47745	0.22961	77.90654	97.24319	99.64506	99.55271	100.0	98.37606	98.20641	99.78976	98.23004	99.99711	99.54206	99.70134	99.45574	99.86032	99.0795	97.12187	99.7951	0.41177	98.12845	97.40996	2.82865	99.10488	100.0	99.82099	98.95086	99.75675	99.51234	7.95898	91.98905	99.6501	99.16986	2.24473	99.93715	100.0	50.65348	55.89791	100.0	99.86324	100.0	98.96308	80.44042	99.90105	98.28709	98.40026	20.45958	100.0	100.0	97.32584	99.94872	100.0	96.88404	99.67619	100.0	99.48728	93.51205	97.64737	96.88198	39.54111	98.75478	64.08249	10.93225	99.58206	76.69498	99.97275	98.76635	99.80965	80.41325	99.60695	99.02183	5.20946	2.50037	96.55645	94.49319	99.95369	99.81135	2.78458	6.79791	98.07048	100.0	98.94737	99.01202	95.10624	99.92927	71.46997	56.49486	2.11439	1.46799	98.84191	100.0	98.97581	100.0	100.0	99.10395	99.46278	88.8837	100.0	98.33319	100.0	3.61106	96.70434	99.9794	98.96379	100.0	99.99906	99.96315	0.06882	100.0	100.0	100.0	100.0	99.93856	99.78922	96.72196	98.57341	99.93684	99.9681	99.57992	99.70316	98.38654	99.22473	98.7494	99.98498	99.7758	99.99663	99.15055	93.73813	24.18123	99.94087	99.84373	1.55795	63.03554	100.0	99.37723	100.0	97.06937	25.1613
g__Lactococcus	2|1239|91061|186826|1300|1357	0	0	0	0	0	0.03971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Streptococcus	2|1239|91061|186826|1300|1301	0	0.0632	0	0.02105	0.02295	0	0.06603	0.38729	0.06351	0.0078	0	0	0	0.09631	0	0.01415	0	0.09044	0.76505	0.60002	0.02365	1.20113	0.04569	0	0	0	0	0	0	0.08997	0	0	1.41884	0	0.33974	0	0.60243	0	0	3.13733	13.54063	0	0.18331	0.47132	2.83429	0	0	0	0	0.00692	0.05083	0.04054	0	0	0.01728	0	0	0	0	0	0	0.05492	0.28048	0	8.90468	0.01726	0	0	0	0.00348	0	0.07125	0	0	0	0	0.00277	0	0	1.19623	0	0	0	0.06152	3.89815	0.02227	0	0.49917	2.90403	0	0	0	0	0	0.09979	0	0	0.03054	1.60604	0.47091	0	0.00883	0	0.34827	0.02779	0	0	0.02725	0.37208	0.0309	0	0	0	0	0	0	0	0	0	0.021	0.09148	0	0	0.35628	0	0	0	0	0	0	0.01364	0	0	0	0	0	0	0	2.15041	0	0.06302	0	0.10131	0.20223	0	0	0	0	0	0	0	0	0	0	0	0	0.17149	0.36235	0	0	0	0	0	0	0	0.01502	0.00937	0	0	0	0.01851	0.00156	0.00615	0	2.6355	0	0	0	0.74055	0
g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	2|1239|186801|186802|543314|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Mogibacterium	2|1239|186801|186802|543314|86331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Eubacterium	2|1239|186801|186802|186806|1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23497	0	0	0	0	0	0	0	0	0
g__Mageeibacillus	2|1239|186801|186802|2304686|1637257	0	6.19216	0	0	0	0	0	0	0	0	0	0.00198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49112	0	0	0	0	0	7.69866	0	0	0	0	0.5261	0	0	8.2007	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.89867	43.1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04483	0	0	0	0	0.20116
g__Blautia	2|1239|186801|186802|186803|572511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15591	0	0	0	0	0	0	0	0	0
g__Butyrivibrio	2|1239|186801|186802|186803|830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Catonella	2|1239|186801|186802|186803|43996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Coprococcus	2|1239|186801|186802|186803|33042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26943	0	0	0	0	0	0	0	0	0
g__Dorea	2|1239|186801|186802|186803|189330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24569	0	0	0	0	0	0	0	0	0
g__Fusicatenibacter	2|1239|186801|186802|186803|1407607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01089	0	0	0	0	0	0	0	0	0
g__Lachnoanaerobaculum	2|1239|186801|186802|186803|1164882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lachnospira	2|1239|186801|186802|186803|28050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01985	0	0	0	0	0	0	0	0	0
g__Lachnospiraceae_unclassified	2|1239|186801|186802|186803|	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0.34073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.65242	0	0	0	0	0.01227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74203	0	0	0	0	0	0	0	0	0	0	0.01594	0	0	0	0	0	0.29544	0	0.20571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96306	0	0	0	0.10573	0.34236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74545	0.14269	0	0	0	0	0	0	0	0	0
g__Oribacterium	2|1239|186801|186802|186803|265975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Roseburia	2|1239|186801|186802|186803|841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07467	0	0.70238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49773	0	0	0	0	0	0	0	0	0
g__Stomatobaculum	2|1239|186801|186802|186803|1213720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Oscillibacter	2|1239|186801|186802|216572|459786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02375	0	0	0	0	0	0	0	0	0
g__Peptococcus	2|1239|186801|186802|186807|2740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03305
g__Criibacterium	2|1239|186801|186802|186804|1937664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
