BGC	cluster_0.2	cluster_0.8
61960	170	13
61961	175	4
61962	90	4
61963	193	29
61964	1333	4
61965	193	29
61966	90	4
61967	193	29
61968	90	4
61969	193	29
61970	175	4
61971	1263	19
61972	152	76
61973	1914	47
61974	279	47
61975	175	4
61976	1263	19
61977	152	76
61978	1914	47
61979	279	47
61980	175	4
61981	1263	19
61982	152	76
61983	1914	47
61984	279	47
61985	175	4
61986	1263	19
61987	152	76
61988	1914	47
61989	279	47
61990	175	4
61991	1263	19
61992	152	76
61993	1914	47
61994	279	47
61995	175	4
61996	1263	19
61997	152	76
61998	1914	47
61999	279	47
62000	175	4
62001	1263	19
62002	152	76
62003	1914	47
62004	279	47
62005	2761	4
62006	62	33
62007	1298	47
62008	201	9
62009	184	4
62010	1380	22
62011	384	33
62012	754	7
62013	384	33
62014	2822	22
62015	1431	22
62016	610	4
62017	315	33
62018	336	4
62019	1431	22
62020	2588	22
62021	754	7
62022	201	9
62023	273	10
62024	170	13
62025	622	4
62026	152	76
62027	103	2
62028	1347	47
62029	1374	47
62030	2060	13
62031	23	47
62032	1965	7
62033	90	4
62034	193	29
62035	90	4
62036	193	29
62037	193	29
62038	90	4
62039	595	29
62040	1710	60
62041	761	13
62042	1654	74
62043	1838	13
62044	43	89
62045	388	13
62046	40	30
62047	1225	4
62048	102	11
62049	3	47
62050	1225	4
62051	541	4
62052	1537	95
62053	58	24
62054	758	26
62055	2064	13
62056	947	2
62057	592	4
62058	179	41
62059	122	13
62060	253	4
62061	58	24
62062	1084	33
62063	2064	13
62064	122	13
62065	592	4
62066	947	2
62067	2650	41
62068	2708	13
62069	253	4
62070	52	13
62071	282	21
62072	616	48
62073	458	4
62074	629	4
62075	921	13
62076	921	13
62077	629	4
62078	58	24
62079	636	15
62080	517	27
62081	9	4
62082	122	13
62083	938	65
62084	231	13
62085	981	29
62086	195	32
62087	761	13
62088	680	13
62089	924	74
62090	170	13
62091	595	29
62092	1243	7
62093	1710	60
62094	40	30
62095	1953	12
62096	170	13
62097	2776	4
62098	170	13
62099	548	13
62100	98	13
62101	1144	13
62102	1144	13
62103	2776	4
62104	170	13
62105	1953	12
62106	709	37
62107	1496	22
62108	238	76
62109	175	4
62110	709	37
62111	1496	22
62112	238	76
62113	175	4
62114	1323	90
62115	2088	48
62116	592	4
62117	1203	11
62118	122	13
62119	947	2
62120	2281	14
62121	2848	30
62122	541	4
62123	9	4
62124	877	30
62125	1748	29
62126	1310	110
62127	877	30
62128	1310	110
62129	877	30
62130	877	30
62131	1310	110
62132	877	30
62133	253	4
62134	468	13
62135	1378	13
62136	2604	33
62137	707	2
62138	592	4
62139	122	13
62140	179	41
62141	1865	13
62142	152	76
62143	175	4
62144	170	13
62145	1347	47
62146	23	47
62147	1262	102
62148	58	24
62149	1251	47
62150	383	13
62151	193	29
62152	811	4
62153	217	9
62154	2622	4
62155	1523	3
62156	354	4
62157	122	13
62158	592	4
62159	947	2
62160	179	41
62161	152	76
62162	1914	47
62163	227	4
62164	170	13
62165	147	13
62166	279	47
62167	227	4
62168	279	47
62169	1914	47
62170	170	13
62171	530	76
62172	175	4
62173	152	76
62174	1914	47
62175	279	47
62176	1710	60
62177	1654	74
62178	680	13
62179	2772	13
62180	170	13
62181	1200	48
62182	193	29
62183	170	13
62184	595	29
62185	1654	74
62186	1710	60
62187	680	13
62188	2772	13
62189	244	33
62190	43	89
62191	1710	60
62192	761	13
62193	891	42
62194	193	29
62195	680	13
62196	346	13
62197	1654	74
62198	1567	51
62199	327	30
62200	170	13
62201	170	13
62202	256	13
62203	1654	74
62204	2654	30
62205	1710	60
62206	597	33
62207	680	13
62208	170	13
62209	595	29
62210	346	13
62211	1654	74
62212	1710	60
62213	346	13
62214	680	13
62215	2772	13
62216	595	29
62217	170	13
62218	244	33
62219	40	30
62220	43	89
62221	595	29
62222	1710	60
62223	2534	13
62224	388	13
62225	170	13
62226	1654	74
62227	548	13
62228	1241	13
62229	680	13
62230	2524	60
62231	595	29
62232	1654	74
62233	761	13
62234	1022	13
62235	670	33
62236	1243	7
62237	170	13
62238	40	30
62239	346	13
62240	170	13
62241	37	47
62242	1710	60
62243	1838	13
62244	193	29
62245	597	33
62246	1200	48
62247	1654	74
62248	680	13
62249	595	29
62250	1710	60
62251	670	33
62252	346	13
62253	170	13
62254	346	13
62255	924	74
62256	595	29
62257	761	13
62258	1710	60
62259	680	13
62260	170	13
62261	547	30
62262	122	13
62263	595	29
62264	346	13
62265	1654	74
62266	680	13
62267	1710	60
62268	761	13
62269	53	13
62270	244	33
62271	346	13
62272	1654	74
62273	761	13
62274	1710	60
62275	595	29
62276	680	13
62277	122	13
62278	244	33
62279	53	13
62280	346	13
62281	1654	74
62282	595	29
62283	122	13
62284	680	13
62285	1710	60
62286	761	13
62287	53	13
62288	244	33
62289	122	13
62290	761	13
62291	1710	60
62292	346	13
62293	1654	74
62294	680	13
62295	595	29
62296	1206	13
62297	244	33
62298	1710	60
62299	122	13
62300	761	13
62301	346	13
62302	1654	74
62303	680	13
62304	595	29
62305	1206	13
62306	122	13
62307	761	13
62308	1710	60
62309	346	13
62310	1654	74
62311	680	13
62312	595	29
62313	244	33
62314	53	13
62315	761	13
62316	1710	60
62317	346	13
62318	1654	74
62319	680	13
62320	595	29
62321	244	33
62322	122	13
62323	1206	13
62324	170	13
62325	595	29
62326	1654	74
62327	244	33
62328	1331	13
62329	761	13
62330	1131	13
62331	193	29
62332	811	4
62333	1150	27
62334	383	13
62335	811	4
62336	383	13
62337	193	29
62338	193	29
62339	170	13
62340	611	110
62341	189	13
62342	1150	27
62343	811	4
62344	811	4
62345	383	13
62346	193	29
62347	132	11
62348	997	4
62349	132	11
62350	997	4
62351	132	11
62352	997	4
62353	132	11
62354	997	4
62355	132	11
62356	997	4
62357	132	11
62358	997	4
62359	132	11
62360	997	4
62361	132	11
62362	997	4
62363	132	11
62364	997	4
62365	132	11
62366	997	4
62367	132	11
62368	997	4
62369	58	24
62370	124	110
62371	69	13
62372	629	4
62373	921	13
62374	1015	12
62375	124	110
62376	1262	102
62377	58	24
62378	152	76
62379	709	37
62380	175	4
62381	151	19
62382	227	4
62383	1865	13
62384	279	47
62385	238	76
62386	175	4
62387	709	37
62388	1219	47
62389	152	76
62390	122	13
62391	179	41
62392	592	4
62393	947	2
62394	1914	47
62395	227	4
62396	151	19
62397	170	13
62398	152	76
62399	279	47
62400	1914	47
62401	227	4
62402	170	13
62403	152	76
62404	151	19
62405	643	33
62406	331	2
62407	1308	4
62408	1308	4
62409	331	2
62410	1373	13
62411	643	33
62412	1200	48
62413	331	2
62414	1308	4
62415	170	13
62416	2333	30
62417	122	13
62418	179	41
62419	947	2
62420	592	4
62421	411	48
62422	411	48
62423	1468	10
62424	411	48
62425	411	48
62426	411	48
62427	1301	13
62428	132	11
62429	997	4
62430	1841	76
62431	1364	4
62432	993	37
62433	539	110
62434	645	2
62435	53	13
62436	1072	2
62437	412	13
62438	117	4
62439	36	13
62440	2477	13
62441	572	54
62442	853	15
62443	63	4
62444	276	11
62445	2662	33
62446	253	4
62447	1204	4
62448	541	4
62449	541	4
62450	1204	4
62451	541	4
62452	541	4
62453	1820	4
62454	549	4
62455	137	2
62456	228	4
62457	1534	4
62458	1157	4
62459	140	110
62460	1427	33
62461	2381	33
62462	170	13
62463	593	4
62464	826	4
62465	2544	89
62466	417	4
62467	613	13
62468	417	4
62469	417	4
62470	417	4
62471	613	13
62472	417	4
62473	417	4
62474	1814	24
62475	2544	89
62476	2627	33
62477	417	4
62478	613	13
62479	29	13
62480	91	48
62481	171	4
62482	42	48
62483	174	13
62484	174	13
62485	310	48
62486	38	50
62487	29	13
62488	42	48
62489	1200	48
62490	171	4
62491	91	48
62492	174	13
62493	29	13
62494	91	48
62495	30	4
62496	310	48
62497	38	50
62498	174	13
62499	29	13
62500	1200	48
62501	91	48
62502	42	48
62503	45	4
62504	132	11
62505	997	4
62506	124	110
62507	758	26
62508	544	4
62509	351	4
62510	423	33
62511	358	27
62512	853	15
62513	524	45
62514	268	11
62515	63	4
62516	36	13
62517	572	54
62518	544	4
62519	544	4
62520	39	4
62521	572	54
62522	853	15
62523	1306	15
62524	1381	11
62525	63	4
62526	2477	13
62527	268	11
62528	708	13
62529	268	11
62530	475	13
62531	423	33
62532	853	15
62533	572	54
62534	1381	11
62535	63	4
62536	340	11
62537	853	15
62538	2314	11
62539	572	54
62540	63	4
62541	932	11
62542	36	13
62543	488	11
62544	670	33
62545	853	15
62546	1306	15
62547	2477	13
62548	63	4
62549	846	11
62550	1131	13
62551	488	11
62552	853	15
62553	423	33
62554	1131	13
62555	63	4
62556	846	11
62557	63	4
62558	853	15
62559	423	33
62560	608	11
62561	708	13
62562	846	11
62563	1746	10
62564	964	110
62565	1165	13
62566	1368	54
62567	853	15
62568	63	4
62569	276	11
62570	423	33
62571	36	13
62572	2477	13
62573	423	33
62574	358	27
62575	853	15
62576	268	11
62577	36	13
62578	524	45
62579	548	13
62580	1368	54
62581	63	4
62582	1131	13
62583	276	11
62584	853	15
62585	2477	13
62586	1368	54
62587	1165	13
62588	63	4
62589	2060	13
62590	423	33
62591	63	4
62592	853	15
62593	608	11
62594	708	13
62595	1746	10
62596	846	11
62597	853	15
62598	572	54
62599	423	33
62600	276	11
62601	2477	13
62602	964	110
62603	202	13
62604	443	110
62605	63	4
62606	63	4
62607	214	3
62608	853	15
62609	572	54
62610	423	33
62611	524	45
62612	1131	13
62613	268	11
62614	63	4
62615	853	15
62616	1368	54
62617	1165	13
62618	276	11
62619	202	13
62620	423	33
62621	63	4
62622	853	15
62623	608	11
62624	202	13
62625	1746	10
62626	846	11
62627	122	13
62628	30	4
62629	122	13
62630	1295	48
62631	38	50
62632	310	48
62633	1867	4
62634	1200	48
62635	435	82
62636	310	48
62637	91	48
62638	1053	46
62639	672	13
62640	30	4
62641	710	50
62642	1053	46
62643	710	50
62644	29	13
62645	1200	48
62646	310	48
62647	30	4
62648	672	13
62649	91	48
62650	435	82
62651	346	13
62652	30	4
62653	672	13
62654	1053	46
62655	310	48
62656	710	50
62657	29	13
62658	435	82
62659	310	48
62660	1200	48
62661	1053	46
62662	672	13
62663	435	82
62664	2093	50
62665	91	48
62666	346	13
62667	30	4
62668	1200	48
62669	91	48
62670	1200	48
62671	1334	110
62672	145	46
62673	435	82
62674	672	13
62675	30	4
62676	669	27
62677	710	50
62678	76	13
62679	2298	29
62680	30	4
62681	29	13
62682	123	46
62683	672	13
62684	1246	50
62685	1200	48
62686	435	82
62687	310	48
62688	91	48
62689	1200	48
62690	122	13
62691	123	46
62692	310	48
62693	435	82
62694	1200	48
62695	76	13
62696	30	4
62697	91	48
62698	2534	13
62699	710	50
62700	34	4
62701	146	13
62702	38	50
62703	122	13
62704	146	13
62705	122	13
62706	91	48
62707	310	48
62708	38	50
62709	171	4
62710	76	13
62711	123	46
62712	672	13
62713	1200	48
62714	30	4
62715	435	82
62716	1200	48
62717	710	50
62718	77	74
62719	30	4
62720	122	13
62721	122	13
62722	484	10
62723	146	13
62724	34	4
62725	122	13
62726	171	4
62727	177	27
62728	38	50
62729	710	50
62730	710	50
62731	76	13
62732	1334	110
62733	91	48
62734	110	82
62735	122	13
62736	30	4
62737	1049	46
62738	2534	13
62739	122	13
62740	710	50
62741	177	27
62742	38	50
62743	171	4
62744	1181	48
62745	122	13
62746	171	4
62747	171	4
62748	1181	48
62749	122	13
62750	152	76
62751	830	37
62752	227	4
62753	709	37
62754	287	47
62755	152	76
62756	175	4
62757	370	76
62758	227	4
62759	151	19
62760	279	47
62761	1865	13
62762	990	11
62763	990	11
62764	990	11
62765	990	11
62766	669	27
62767	990	11
62768	990	11
62769	990	11
62770	990	11
62771	990	11
62772	990	11
62773	990	11
62774	990	11
62775	2239	11
62776	23	47
62777	175	4
62778	1914	47
62779	152	76
62780	1347	47
62781	179	41
62782	947	2
62783	592	4
62784	122	13
62785	272	13
62786	2084	3
62787	1305	33
62788	171	4
62789	1150	27
62790	811	4
62791	193	29
62792	146	13
62793	611	110
62794	747	13
62795	2641	13
62796	195	32
62797	365	33
62798	442	33
62799	197	33
62800	76	13
62801	933	33
62802	1138	42
62803	307	13
62804	736	33
62805	457	0
62806	1138	42
62807	365	33
62808	1234	33
62809	496	89
62810	122	13
62811	592	4
62812	947	2
62813	383	13
62814	193	29
62815	1124	4
62816	669	27
62817	383	13
62818	193	29
62819	811	4
62820	1150	27
62821	383	13
62822	193	29
62823	811	4
62824	63	4
62825	853	15
62826	572	54
62827	423	33
62828	276	11
62829	2477	13
62830	443	110
62831	202	13
62832	964	110
62833	488	11
62834	853	15
62835	2662	33
62836	2477	13
62837	1131	13
62838	63	4
62839	846	11
62840	572	54
62841	853	15
62842	423	33
62843	276	11
62844	2477	13
62845	36	13
62846	63	4
62847	358	27
62848	853	15
62849	63	4
62850	276	11
62851	423	33
62852	548	13
62853	1746	10
62854	202	13
62855	423	33
62856	853	15
62857	572	54
62858	2477	13
62859	268	11
62860	36	13
62861	63	4
62862	572	54
62863	853	15
62864	63	4
62865	1381	11
62866	2477	13
62867	268	11
62868	708	13
62869	1746	10
62870	268	11
62871	202	13
62872	423	33
62873	63	4
62874	853	15
62875	572	54
62876	524	45
62877	276	11
62878	2662	33
62879	853	15
62880	572	54
62881	63	4
62882	2477	13
62883	202	13
62884	1131	13
62885	853	15
62886	1368	54
62887	548	13
62888	423	33
62889	276	11
62890	202	13
62891	63	4
62892	2477	13
62893	1131	13
62894	964	110
62895	63	4
62896	853	15
62897	608	11
62898	2477	13
62899	846	11
62900	170	13
62901	853	15
62902	572	54
62903	423	33
62904	276	11
62905	2477	13
62906	964	110
62907	202	13
62908	443	110
62909	63	4
62910	63	4
62911	853	15
62912	202	13
62913	608	11
62914	1746	10
62915	846	11
62916	63	4
62917	853	15
62918	572	54
62919	346	13
62920	2662	33
62921	268	11
62922	524	45
62923	443	110
62924	1544	13
62925	2353	9
62926	853	15
62927	572	54
62928	63	4
62929	1381	11
62930	2477	13
62931	268	11
62932	202	13
62933	1165	13
62934	1368	54
62935	853	15
62936	63	4
62937	423	33
62938	2787	9
62939	276	11
62940	202	13
62941	2477	13
62942	488	11
62943	853	15
62944	423	33
62945	1131	13
62946	63	4
62947	846	11
62948	572	54
62949	853	15
62950	63	4
62951	1381	11
62952	2477	13
62953	268	11
62954	708	13
62955	964	110
62956	202	13
62957	423	33
62958	853	15
62959	1368	54
62960	1165	13
62961	276	11
62962	2477	13
62963	63	4
62964	276	11
62965	2477	13
62966	572	54
62967	853	15
62968	2662	33
62969	63	4
62970	202	13
62971	1131	13
62972	202	13
62973	1165	13
62974	1368	54
62975	853	15
62976	63	4
62977	423	33
62978	276	11
62979	2060	13
62980	2477	13
62981	423	33
62982	202	13
62983	63	4
62984	1165	13
62985	853	15
62986	358	27
62987	2477	13
62988	443	110
62989	2060	13
62990	276	11
62991	853	15
62992	1368	54
62993	1165	13
62994	276	11
62995	202	13
62996	63	4
62997	276	11
62998	2477	13
62999	853	15
63000	63	4
63001	572	54
63002	202	13
63003	268	11
63004	1568	110
63005	548	13
63006	1368	54
63007	853	15
63008	423	33
63009	524	45
63010	202	13
63011	63	4
63012	610	4
63013	1383	33
63014	1177	11
63015	201	9
63016	562	22
63017	33	33
63018	548	13
63019	80	2
63020	1492	41
63021	906	47
63022	201	9
63023	610	4
63024	754	7
63025	173	13
63026	193	29
63027	90	4
63028	386	4
63029	2783	0
63030	2217	92
63031	548	13
63032	426	60
63033	316	13
63034	1885	12
63035	2487	13
63036	853	15
63037	1165	13
63038	171	4
63039	174	13
63040	231	13
63041	2354	4
63042	1120	4
63043	1113	13
63044	122	13
63045	1910	15
63046	119	4
63047	1283	4
63048	2231	28
63049	2367	17
63050	2421	30
63051	463	2
63052	170	13
63053	1329	4
63054	56	24
63055	124	110
63057	1841	76
63058	539	110
63059	645	2
63060	1364	4
63061	937	4
63062	170	13
63063	87	23
63064	2321	47
63065	152	76
63066	175	4
63067	140	110
63068	146	13
63069	193	29
63070	750	47
63071	97	13
63072	170	13
63073	193	29
63074	1260	4
63075	750	47
63076	42	48
63077	170	13
63078	83	4
63079	91	48
63080	310	48
63081	122	13
63082	91	48
63083	1097	13
63084	42	48
63085	310	48
63086	30	4
63087	122	13
63088	170	13
63089	29	13
63090	310	48
63091	96	13
63092	122	13
63093	171	4
63094	91	48
63095	42	48
63096	166	110
63097	174	13
63098	42	48
63099	171	4
63100	29	13
63101	91	48
63102	310	48
63103	1200	48
63104	122	13
63105	310	48
63106	456	48
63107	346	13
63108	83	4
63109	170	13
63110	83	4
63111	29	13
63112	310	48
63113	1200	48
63114	122	13
63115	1200	48
63116	456	48
63117	83	4
63118	310	48
63119	122	13
63120	170	13
63121	122	13
63122	83	4
63123	310	48
63124	170	13
63125	1200	48
63126	174	13
63127	170	13
63128	29	13
63129	1200	48
63130	310	48
63131	346	13
63132	468	13
63133	171	4
63134	1200	48
63135	170	13
63136	122	13
63137	83	4
63138	310	48
63139	174	13
63140	171	4
63141	1200	48
63142	91	48
63143	29	13
63144	468	13
63145	310	48
63146	127	27
63147	91	48
63148	45	4
63149	174	13
63150	42	48
63151	1097	13
63152	310	48
63153	310	48
63154	1200	48
63155	1200	48
63156	122	13
63157	171	4
63158	91	48
63159	1200	48
63160	83	4
63161	122	13
63162	310	48
63163	91	48
63164	170	13
63165	170	13
63166	122	13
63167	30	4
63168	2060	13
63169	310	48
63170	146	13
63171	310	48
63172	42	48
63173	30	4
63174	29	13
63175	346	13
63176	122	13
63177	91	48
63178	335	13
63179	83	4
63180	170	13
63181	42	48
63182	174	13
63183	310	48
63184	30	4
63185	170	13
63186	1200	48
63187	346	13
63188	310	48
63189	335	13
63190	122	13
63191	146	13
63192	310	48
63193	174	13
63194	91	48
63195	45	4
63196	42	48
63197	91	48
63198	174	13
63199	42	48
63200	30	4
63201	310	48
63202	1097	13
63203	468	13
63204	42	48
63205	171	4
63206	146	13
63207	122	13
63208	29	13
63209	310	48
63210	170	13
63211	310	48
63212	42	48
63213	83	4
63214	122	13
63215	679	4
63216	1097	13
63217	45	4
63218	122	13
63219	42	48
63220	45	4
63221	1097	13
63222	122	13
63223	42	48
63224	42	48
63225	310	48
63226	1200	48
63227	122	13
63228	29	13
63229	2643	4
63230	171	4
63231	38	50
63232	310	48
63233	122	13
63234	1200	48
63235	29	13
63236	144	30
63237	708	13
63238	174	13
63239	171	4
63240	38	50
63241	29	13
63242	1200	48
63243	30	4
63244	29	13
63245	170	13
63246	174	13
63247	146	13
63248	1200	48
63249	310	48
63250	42	48
63251	1200	48
63252	91	48
63253	686	8
63254	1200	48
63255	96	13
63256	38	50
63257	310	48
63258	29	13
63259	686	8
63260	1200	48
63261	91	48
63262	91	48
63263	30	4
63264	29	13
63265	174	13
63266	42	48
63267	347	50
63268	310	48
63269	30	4
63270	310	48
63271	29	13
63272	91	48
63273	96	13
63274	42	48
63275	122	13
63276	179	41
63277	893	0
63278	122	13
63279	947	2
63280	592	4
63281	235	13
63282	195	32
63283	511	13
63284	53	13
63285	151	19
63286	227	4
63287	1865	13
63288	238	76
63289	279	47
63290	152	76
63291	954	19
63292	175	4
63293	1865	13
63294	279	47
63295	152	76
63296	954	19
63297	175	4
63298	1865	13
63299	279	47
63300	1914	47
63301	227	4
63302	151	19
63303	238	76
63304	279	47
63305	151	19
63306	152	76
63307	1914	47
63308	175	4
63309	152	76
63310	151	19
63311	175	4
63312	1865	13
63313	1263	19
63314	175	4
63315	1914	47
63316	238	76
63317	227	4
63318	1865	13
63319	151	19
63320	238	76
63321	279	47
63322	152	76
63323	151	19
63324	175	4
63325	1865	13
63326	346	13
63327	29	13
63328	1053	46
63329	310	48
63330	435	82
63331	1200	48
63332	672	13
63333	310	48
63334	1246	50
63335	30	4
63336	2534	13
63337	29	13
63338	91	48
63339	812	50
63340	667	13
63341	533	46
63342	122	13
63343	435	82
63344	30	4
63345	569	86
63346	1200	48
63347	435	82
63348	1053	46
63349	122	13
63350	2534	13
63351	1246	50
63352	30	4
63353	366	48
63354	29	13
63355	91	48
63356	29	13
63357	122	13
63358	1053	46
63359	91	48
63360	435	82
63361	2534	13
63362	30	4
63363	1200	48
63364	1184	50
63365	366	48
63366	1200	48
63367	672	13
63368	533	46
63369	29	13
63370	710	50
63371	435	82
63372	30	4
63373	38	50
63374	122	13
63375	76	13
63376	34	4
63377	146	13
63378	166	110
63379	171	4
63380	1515	2
63381	272	13
63382	123	46
63383	710	50
63384	30	4
63385	435	82
63386	366	48
63387	91	48
63388	672	13
63389	29	13
63390	461	82
63391	91	48
63392	355	29
63393	710	50
63394	672	13
63395	2372	46
63396	30	4
63397	346	13
63398	42	48
63399	30	4
63400	122	13
63401	310	48
63402	310	48
63403	30	4
63404	533	46
63405	122	13
63406	2292	50
63407	1246	50
63408	76	13
63409	2534	13
63410	1867	4
63411	38	50
63412	1200	48
63413	146	13
63414	122	13
63415	1867	4
63416	1295	48
63417	122	13
63418	1200	48
63419	122	13
63420	146	13
63421	30	4
63422	2106	33
63423	710	50
63424	29	13
63425	310	48
63426	461	82
63427	123	46
63428	91	48
63429	30	4
63430	355	29
63431	672	13
63432	346	13
63433	29	13
63434	346	13
63435	1053	46
63436	1200	48
63437	710	50
63438	1200	48
63439	435	82
63440	672	13
63441	310	48
63442	310	48
63443	30	4
63444	123	46
63445	672	13
63446	91	48
63447	366	48
63448	30	4
63449	710	50
63450	435	82
63451	30	4
63452	310	48
63453	366	48
63454	672	13
63455	710	50
63456	567	82
63457	123	46
63458	30	4
63459	122	13
63460	146	13
63461	1867	4
63462	1842	50
63463	122	13
63464	366	48
63465	1200	48
63466	346	13
63467	30	4
63468	672	13
63469	710	50
63470	123	46
63471	29	13
63472	435	82
63473	122	13
63474	310	48
63475	123	46
63476	435	82
63477	1200	48
63478	710	50
63479	30	4
63480	310	48
63481	346	13
63482	2534	13
63483	29	13
63484	355	29
63485	435	82
63486	123	46
63487	672	13
63488	710	50
63489	91	48
63490	30	4
63491	1867	4
63492	146	13
63493	1842	50
63494	122	13
63495	146	13
63496	122	13
63497	1842	50
63498	1867	4
63499	1842	50
63500	122	13
63501	146	13
63502	1867	4
63503	122	13
63504	310	48
63505	29	13
63506	484	10
63507	146	13
63508	30	4
63509	435	82
63510	355	29
63511	122	13
63512	123	46
63513	2534	13
63514	310	48
63515	30	4
63516	1200	48
63517	1200	48
63518	310	48
63519	812	50
63520	122	13
63521	30	4
63522	1867	4
63523	122	13
63524	346	13
63525	146	13
63526	260	48
63527	1295	48
63528	1867	4
63529	310	48
63530	38	50
63531	122	13
63532	122	13
63533	30	4
63534	2534	13
63535	366	48
63536	91	48
63537	435	82
63538	533	46
63539	710	50
63540	76	13
63541	171	4
63542	272	13
63543	489	26
63544	76	13
63545	140	110
63546	30	4
63547	1246	50
63548	91	48
63549	1053	46
63550	29	13
63551	435	82
63552	672	13
63553	2666	33
63554	29	13
63555	30	4
63556	272	13
63557	146	13
63558	166	110
63559	122	13
63560	76	13
63561	346	13
63562	34	4
63563	30	4
63564	122	13
63565	123	46
63566	710	50
63567	366	48
63568	91	48
63569	30	4
63570	672	13
63571	435	82
63572	146	13
63573	122	13
63574	1867	4
63575	38	50
63576	346	13
63577	76	13
63578	122	13
63579	166	110
63580	146	13
63581	2788	4
63582	151	19
63583	227	4
63584	238	76
63585	279	47
63586	1865	13
63587	151	19
63588	227	4
63589	238	76
63590	1865	13
63591	279	47
63592	152	76
63593	954	19
63594	175	4
63595	1865	13
63596	227	4
63597	152	76
63598	1263	19
63599	1914	47
63600	152	76
63601	151	19
63602	175	4
63603	1914	47
63604	152	76
63605	954	19
63606	175	4
63607	1914	47
63608	23	47
63609	279	47
63610	152	76
63611	151	19
63612	175	4
63613	1865	13
63614	279	47
63615	170	13
63616	152	76
63618	1347	47
63619	227	4
63620	1262	102
63621	58	24
63622	1084	33
63623	862	29
63624	58	24
63625	224	33
63626	175	4
63627	1865	13
63628	618	48
63629	152	76
63630	236	4
63631	1626	2
63632	8	76
63633	410	13
63635	152	76
63636	151	19
63637	1865	13
63638	227	4
63639	592	4
63640	2724	41
63641	947	2
63642	1914	47
63643	175	4
63644	954	19
63645	152	76
63646	1418	13
63647	618	48
63648	473	4
63649	473	4
63650	473	4
63651	473	4
63652	473	4
63653	473	4
63654	473	4
63655	473	4
63656	473	4
63657	473	4
63658	122	13
63659	592	4
63660	947	2
63661	179	41
63662	346	13
63663	1654	74
63664	680	13
63665	595	29
63666	1206	13
63667	244	33
63668	122	13
63669	761	13
63670	1710	60
63671	132	11
63672	997	4
63673	146	13
63674	193	29
63675	1260	4
63676	750	47
63677	33	33
63678	184	4
63679	654	22
63680	574	22
63681	201	9
63682	2089	2
63683	1194	4
63684	170	13
63685	55	89
63686	37	47
63687	1108	42
63688	189	13
63689	2089	2
63690	170	13
63691	1194	4
63692	55	89
63693	170	13
63694	37	47
63695	189	13
63696	1108	42
63697	621	4
63698	582	110
63699	621	4
63700	140	110
63701	548	13
63702	310	48
63703	186	4
63704	801	42
63705	748	33
63706	621	4
63707	74	13
63708	166	110
63709	748	33
63710	505	30
63711	186	4
63712	170	13
63713	621	4
63714	582	110
63715	1228	13
63716	621	4
63717	576	48
63718	777	27
63719	801	42
63720	194	48
63721	186	4
63722	748	33
63723	166	110
63724	621	4
63725	621	4
63726	1228	13
63727	1238	48
63728	601	26
63729	166	110
63730	2619	29
63731	155	4
63732	174	13
63733	42	48
63734	146	13
63735	310	48
63736	144	30
63737	171	4
63738	310	48
63739	937	4
63740	87	23
63741	502	33
63742	87	23
63743	834	4
63744	170	13
63745	1889	0
63746	502	33
63747	87	23
63748	834	4
63749	502	33
63750	25	0
63751	937	4
63752	87	23
63753	87	23
63754	502	33
63755	937	4
63756	502	33
63757	87	23
63758	170	13
63759	937	4
63760	87	23
63761	834	4
63762	502	33
63763	25	0
63764	87	23
63765	502	33
63766	834	4
63767	25	0
63768	502	33
63769	87	23
63770	937	4
63771	87	23
63772	834	4
63773	834	4
63774	87	23
63775	502	33
63776	87	23
63777	937	4
63778	87	23
63779	937	4
63780	834	4
63781	87	23
63782	87	23
63783	834	4
63784	87	23
63785	502	33
63786	834	4
63787	937	4
63788	87	23
63789	87	23
63790	937	4
63791	502	33
63792	25	0
63793	699	2
63794	691	4
63795	179	41
63796	122	13
63797	592	4
63798	947	2
63799	53	13
63800	164	4
63801	164	4
63802	463	2
63803	1329	4
63804	170	13
63805	1914	47
63806	227	4
63807	152	76
63808	279	47
63809	151	19
63810	1733	4
63811	170	13
63812	621	4
63813	635	48
63814	293	33
63815	621	4
63816	543	26
63817	2742	13
63818	621	4
63819	2060	13
63820	1377	27
63821	155	4
63822	1228	13
63823	576	48
63824	543	26
63825	2742	13
63826	621	4
63827	2060	13
63828	493	27
63829	748	33
63830	237	4
63831	237	4
63832	748	33
63833	152	76
63834	709	37
63835	175	4
63836	780	0
63837	227	4
63838	530	76
63841	1224	24
63842	170	13
63843	58	24
63844	199	42
63845	196	47
63846	58	24
63847	199	42
63848	124	110
63849	58	24
63850	1330	11
63851	1337	65
63852	58	24
63853	1330	11
63854	58	24
63855	1251	47
63856	58	24
63857	758	26
63858	389	13
63859	124	110
63860	586	24
63861	544	4
63862	5	30
63863	175	4
63864	152	76
63865	23	47
63866	2818	47
63867	196	47
63868	709	37
63869	2848	30
63870	610	4
63871	315	33
63872	574	22
63873	560	33
63874	170	13
63875	1264	22
63876	201	9
63877	2588	22
63878	9	4
63879	16	0
63880	947	2
63881	592	4
63882	122	13
63883	179	41
63884	124	110
63885	1262	102
63886	58	24
63887	1337	65
63888	1262	102
63889	1337	65
63890	58	24
63891	124	110
63892	1337	65
63893	199	42
63894	124	110
63895	58	24
63896	1337	65
63897	124	110
63898	199	42
63899	58	24
63900	124	110
