BGC	cluster_0.2	cluster_0.8
63901	58	24
63902	1224	24
63903	586	24
63904	1224	24
63905	58	24
63906	1224	24
63907	58	24
63908	58	24
63909	1263	19
63910	844	47
63911	152	76
63912	88	4
63913	279	47
63914	1914	47
63915	152	76
63916	709	37
63917	1347	47
63918	227	4
63919	170	13
63921	152	76
63922	227	4
63923	780	0
63924	23	47
63925	685	0
63927	279	47
63928	196	47
63929	152	76
63930	709	37
63931	227	4
63932	152	76
63933	1263	19
63934	175	4
63935	618	48
63936	709	37
63937	227	4
63938	152	76
63939	530	76
63940	227	4
63941	1914	47
63942	1263	19
63943	618	48
63944	175	4
63945	1263	19
63946	152	76
63947	1914	47
63948	152	76
63949	175	4
63950	1914	47
63951	170	13
63952	618	48
63953	175	4
63955	152	76
63957	1291	1
63958	170	13
63959	709	37
63960	152	76
63961	175	4
63963	1914	47
63964	152	76
63965	227	4
63966	1914	47
63967	1892	13
63968	373	55
63969	295	21
63970	52	13
63971	673	13
63972	458	4
63973	2220	0
63974	190	4
63975	480	48
63976	12	13
63977	533	46
63978	30	4
63979	29	13
63980	310	48
63981	166	110
63982	672	13
63983	710	50
63984	461	82
63985	91	48
63986	2534	13
63987	123	46
63988	30	4
63989	567	82
63990	710	50
63991	122	13
63992	461	82
63993	533	46
63994	2534	13
63995	30	4
63996	122	13
63997	166	110
63998	91	48
63999	812	50
64000	29	13
64001	193	29
64002	811	4
64003	1150	27
64004	611	110
64005	146	13
64006	383	13
64007	193	29
64008	811	4
64009	1150	27
64010	383	13
64011	193	29
64012	811	4
64013	1150	27
64014	383	13
64015	193	29
64016	811	4
64017	383	13
64018	193	29
64019	811	4
64020	383	13
64021	193	29
64022	811	4
64023	383	13
64024	193	29
64025	811	4
64026	1150	27
64027	383	13
64028	193	29
64029	811	4
64030	1150	27
64031	1124	4
64032	21	27
64033	189	13
64034	2060	13
64035	170	13
64036	193	29
64037	383	13
64038	193	29
64039	811	4
64040	1150	27
64041	132	11
64042	997	4
64043	132	11
64044	997	4
64045	1150	27
64046	383	13
64047	193	29
64048	811	4
64049	383	13
64050	193	29
64051	811	4
64052	383	13
64053	193	29
64054	811	4
64055	611	110
64056	193	29
64057	811	4
64058	1150	27
64059	611	110
64060	146	13
64061	2060	13
64062	383	13
64063	193	29
64064	811	4
64065	383	13
64066	193	29
64067	811	4
64068	1150	27
64069	383	13
64070	193	29
64071	811	4
64072	383	13
64073	193	29
64074	811	4
64075	1150	27
64076	383	13
64077	193	29
64078	1124	4
64079	669	27
64080	383	13
64081	193	29
64082	811	4
64083	170	13
64084	193	29
64085	811	4
64086	1150	27
64087	189	13
64088	383	13
64089	193	29
64090	811	4
64091	1150	27
64092	383	13
64093	193	29
64094	811	4
64095	383	13
64096	193	29
64097	811	4
64098	383	13
64099	193	29
64100	811	4
64101	1150	27
64102	383	13
64103	193	29
64104	811	4
64105	193	29
64106	811	4
64107	189	13
64108	170	13
64109	132	11
64110	997	4
64111	132	11
64112	997	4
64113	383	13
64114	193	29
64115	811	4
64116	383	13
64117	193	29
64118	811	4
64119	1150	27
64120	383	13
64121	193	29
64122	811	4
64123	53	13
64124	277	4
64125	621	4
64126	582	110
64127	166	110
64128	186	4
64129	170	13
64130	748	33
64131	505	30
64132	170	13
64133	621	4
64134	725	33
64135	621	4
64136	1228	13
64137	283	48
64138	1338	13
64139	582	110
64140	621	4
64141	140	110
64142	18	33
64143	1239	49
64144	1402	4
64145	1193	110
64146	92	30
64147	621	4
64148	582	110
64149	237	4
64150	505	30
64151	777	27
64152	801	42
64153	113	26
64154	166	110
64155	748	33
64156	576	48
64157	122	13
64158	777	27
64159	576	48
64160	186	4
64161	194	48
64162	801	42
64163	621	4
64164	621	4
64165	74	13
64166	621	4
64167	283	48
64168	2560	110
64169	1238	48
64170	155	4
64171	166	110
64172	113	26
64173	2619	29
64174	1228	13
64175	621	4
64176	237	4
64177	1228	13
64178	2060	13
64179	56	24
64180	389	13
64181	2336	26
64182	1330	11
64183	1262	102
64184	58	24
64185	1315	62
64186	1123	4
64187	255	2
64188	633	6
64189	274	4
64190	211	13
64191	541	4
64192	541	4
64193	338	4
64194	1460	18
64195	437	90
64196	541	4
64197	122	13
64198	893	0
64199	592	4
64200	1819	62
64201	947	2
64202	179	41
64203	122	13
64204	179	41
64205	947	2
64206	592	4
64207	122	13
64208	592	4
64209	179	41
64210	122	13
64211	947	2
64212	656	4
64213	363	13
64214	253	4
64215	253	4
64216	363	13
64217	253	4
64218	656	4
64219	253	4
64220	2042	50
64221	2454	4
64222	363	13
64223	253	4
64224	363	13
64225	2454	4
64226	363	13
64227	122	13
64228	253	4
64229	1094	11
64230	363	13
64231	253	4
64232	122	13
64233	170	13
64234	653	30
64235	67	4
64236	53	13
64237	389	13
64238	1224	24
64239	811	4
64240	193	29
64241	383	13
64242	611	110
64243	1150	27
64244	811	4
64245	193	29
64246	383	13
64247	1150	27
64248	811	4
64249	193	29
64250	383	13
64251	383	13
64252	193	29
64253	811	4
64254	1150	27
64255	621	4
64256	166	110
64257	621	4
64258	146	13
64259	193	29
64260	90	4
64261	750	47
64262	140	110
64263	146	13
64264	193	29
64265	90	4
64266	1003	30
64267	750	47
64268	1396	4
64269	758	26
64270	1251	47
64271	53	13
64272	758	26
64273	58	24
64274	146	13
64275	1150	27
64276	811	4
64277	193	29
64278	146	13
64279	1150	27
64280	811	4
64281	193	29
64282	132	11
64283	997	4
64284	132	11
64285	997	4
64286	132	11
64287	997	4
64288	132	11
64289	997	4
64290	132	11
64291	997	4
64292	1841	76
64293	1364	4
64294	695	37
64295	539	110
64296	645	2
64297	58	24
64298	58	24
64299	1085	110
64300	862	29
64301	58	24
64302	758	26
64303	862	29
64304	758	26
64305	58	24
64306	862	29
64307	58	24
64308	758	26
64309	758	26
64310	862	29
64311	58	24
64312	862	29
64313	58	24
64314	758	26
64315	1219	47
64316	758	26
64317	862	29
64318	58	24
64319	823	13
64320	419	13
64321	1571	84
64322	700	4
64323	2478	13
64324	2700	27
64325	2263	3
64326	1267	27
64327	122	13
64328	592	4
64329	179	41
64330	947	2
64331	1297	110
64332	124	110
64333	56	24
64334	1262	102
64335	58	24
64336	152	76
64337	1263	19
64338	1914	47
64339	175	4
64340	1297	110
64341	152	76
64342	151	19
64343	175	4
64344	1914	47
64345	279	47
64346	152	76
64347	175	4
64348	1865	13
64349	151	19
64350	279	47
64351	151	19
64352	175	4
64353	1914	47
64354	238	76
64355	279	47
64356	152	76
64357	175	4
64358	1865	13
64359	151	19
64360	279	47
64361	152	76
64362	151	19
64363	175	4
64364	1914	47
64365	279	47
64366	175	4
64367	152	76
64368	23	47
64369	1589	77
64370	830	37
64371	279	47
64372	1347	47
64373	227	4
64374	151	19
64375	238	76
64376	279	47
64377	170	13
64378	152	76
64379	175	4
64380	1914	47
64381	279	47
64382	151	19
64383	1315	62
64384	1315	62
64385	1315	62
64386	253	4
64387	823	13
64388	419	13
64389	408	84
64390	592	4
64391	122	13
64392	179	41
64393	947	2
64394	104	110
64395	621	4
64396	2848	30
64397	2060	13
64398	365	33
64399	627	0
64400	535	42
64401	170	13
64402	84	33
64403	237	4
64404	748	33
64405	621	4
64406	621	4
64407	748	33
64408	237	4
64409	621	4
64410	1329	4
64411	463	2
64412	170	13
64413	1918	33
64414	1918	33
64415	1329	4
64416	170	13
64417	1245	13
64418	463	2
64419	132	11
64420	997	4
64421	539	110
64422	645	2
64423	650	35
64424	1364	4
64425	695	37
64426	2693	14
64427	1845	50
64428	1845	50
64429	53	13
64430	67	4
64431	592	4
64432	947	2
64433	179	41
64434	122	13
64435	2309	33
64436	76	13
64437	277	4
64438	58	24
64439	1330	11
64440	1041	110
64441	2397	29
64442	74	13
64443	767	8
64444	1935	4
64445	3	47
64446	1841	76
64447	1364	4
64448	993	37
64449	539	110
64450	645	2
64451	695	37
64452	1364	4
64453	1841	76
64454	645	2
64455	539	110
64456	645	2
64457	1841	76
64458	1364	4
64459	993	37
64460	539	110
64461	645	2
64462	695	37
64463	1364	4
64464	1841	76
64465	645	2
64466	539	110
64467	122	13
64468	662	4
64469	344	2
64470	2537	4
64471	1185	13
64472	669	27
64473	2537	4
64474	1185	13
64475	410	13
64476	682	25
64477	1626	2
64478	8	76
64479	236	4
64480	896	0
64481	171	4
64482	2848	30
64483	1380	22
64484	201	9
64485	560	33
64486	610	4
64487	315	33
64488	2537	4
64489	213	4
64490	1113	13
64491	70	13
64492	213	4
64493	1113	13
64494	1113	13
64495	636	15
64496	213	4
64497	213	4
64498	636	15
64499	1113	13
64500	213	4
64501	70	13
64502	548	13
64503	281	4
64504	2687	13
64505	1920	4
64506	483	29
64507	132	11
64508	997	4
64509	274	4
64510	633	6
64511	211	13
64512	1329	4
64513	463	2
64514	170	13
64515	170	13
64516	456	48
64517	731	42
64518	2385	13
64519	115	13
64520	302	33
64521	2574	4
64522	209	48
64523	209	48
64524	69	13
64525	1148	4
64526	122	13
64527	302	33
64528	115	13
64529	2761	4
64530	1777	30
64531	1298	47
64532	170	13
64533	1383	33
64534	482	22
64535	201	9
64536	610	4
64537	33	33
64538	33	33
64539	654	22
64540	754	7
64541	184	4
64542	669	27
64543	1132	22
64544	560	33
64545	201	9
64546	53	13
64547	67	4
64548	53	13
64549	67	4
64550	53	13
64551	67	4
64552	67	4
64553	53	13
64554	53	13
64555	67	4
64556	53	13
64557	67	4
64558	67	4
64559	122	13
64560	67	4
64561	53	13
64562	67	4
64563	122	13
64564	1123	4
64565	255	2
64566	468	13
64567	888	13
64568	58	24
64569	124	110
64570	867	48
64571	2060	13
64572	592	4
64573	947	2
64574	179	41
64575	122	13
64576	122	13
64577	179	41
64578	947	2
64579	592	4
64580	520	13
64581	1129	4
64582	696	27
64583	270	13
64584	2249	0
64585	809	30
64586	9	4
64587	938	65
64588	1430	27
64589	11	13
64590	253	4
64591	2744	4
64592	272	13
64593	171	4
64594	171	4
64595	174	13
64596	582	110
64597	621	4
64598	748	33
64599	1228	13
64600	621	4
64601	493	27
64602	621	4
64603	748	33
64604	621	4
64605	621	4
64606	1954	27
64607	2058	27
64608	621	4
64609	170	13
64610	1245	13
64611	1329	4
64612	463	2
64613	170	13
64614	1245	13
64615	1918	33
64616	1329	4
64617	463	2
64618	170	13
64619	1918	33
64620	1329	4
64621	463	2
64622	170	13
64623	1918	33
64624	1245	13
64625	1329	4
64626	463	2
64627	171	4
64628	272	13
64629	175	4
64630	152	76
64631	1865	13
64632	2389	14
64633	170	13
64634	2410	13
64635	1824	33
64636	1824	33
64637	1824	33
64638	122	13
64639	592	4
64640	947	2
64641	179	41
64642	473	4
64643	515	4
64644	193	29
64645	1265	0
64646	947	2
64647	179	41
64648	122	13
64649	592	4
64650	2400	4
64651	132	11
64652	997	4
64653	122	13
64654	239	2
64655	579	41
64656	592	4
64657	122	13
64658	239	2
64659	579	41
64660	592	4
64661	122	13
64662	592	4
64663	239	2
64664	579	41
64665	52	13
64666	458	4
64667	501	33
64668	295	21
64669	1870	29
64670	152	76
64671	23	47
64672	709	37
64673	1347	47
64674	175	4
64675	175	4
64676	152	76
64677	1865	13
64678	539	110
64679	645	2
64680	1841	76
64681	1364	4
64682	695	37
64683	1092	47
64684	645	2
64685	650	35
64686	1466	50
64687	1364	4
64688	695	37
64689	539	110
64690	645	2
64691	1841	76
64692	993	37
64693	1364	4
64694	539	110
64695	1364	4
64696	993	37
64697	650	35
64698	645	2
64699	539	110
64700	645	2
64701	1943	76
64702	1263	19
64703	1364	4
64704	993	37
64705	645	2
64706	650	35
64707	1364	4
64708	993	37
64709	2130	47
64710	539	110
64711	1364	4
64712	993	37
64713	1841	76
64714	645	2
64715	695	37
64716	1364	4
64717	539	110
64718	645	2
64719	1841	76
64720	645	2
64721	650	35
64722	1364	4
64723	993	37
64724	539	110
64725	539	110
64726	645	2
64727	650	35
64728	1364	4
64729	695	37
64730	645	2
64731	650	35
64732	1466	50
64733	1364	4
64734	695	37
64735	539	110
64736	1364	4
64737	993	37
64738	645	2
64739	1841	76
64740	539	110
64741	1364	4
64742	993	37
64743	1841	76
64744	645	2
64745	278	11
64746	1831	7
64747	588	4
64748	180	27
64749	592	4
64750	947	2
64751	179	41
64752	122	13
64753	1124	4
64754	193	29
64755	383	13
64756	1150	27
64757	709	37
64758	23	47
64759	152	76
64760	1347	47
64761	1219	47
64762	175	4
64763	542	4
64764	137	2
64765	655	48
64766	1032	13
64767	152	76
64768	175	4
64769	151	19
64770	1865	13
64771	279	47
64772	151	19
64773	227	4
64774	238	76
64775	1865	13
64776	279	47
64777	152	76
64778	151	19
64779	2152	4
64780	1914	47
64781	279	47
64782	152	76
64783	1865	13
64784	175	4
64785	23	47
64786	151	19
64787	279	47
64788	1865	13
64789	175	4
64790	151	19
64791	279	47
64792	370	76
64793	152	76
64794	1865	13
64795	175	4
64796	23	47
64797	151	19
64798	279	47
64799	152	76
64800	151	19
64801	175	4
64802	1914	47
64803	279	47
64804	151	19
64805	152	76
64806	1914	47
64807	175	4
64808	151	19
64809	227	4
64810	238	76
64811	1865	13
64812	279	47
64813	152	76
64814	175	4
64815	1865	13
64816	151	19
64817	279	47
64818	152	76
64819	151	19
64820	175	4
64821	1914	47
64822	279	47
64823	152	76
64824	1865	13
64825	175	4
64826	151	19
64827	279	47
64828	175	4
64829	152	76
64830	23	47
64831	1589	77
64832	830	37
64833	279	47
64834	1347	47
64835	227	4
64836	151	19
64837	238	76
64838	279	47
64839	170	13
64840	151	19
64841	175	4
64842	1914	47
64843	279	47
64844	238	76
64845	175	4
64846	1914	47
64847	238	76
64848	279	47
64849	151	19
64850	151	19
64851	175	4
64852	1914	47
64853	238	76
64854	279	47
64855	151	19
64856	175	4
64857	1914	47
64858	279	47
64859	238	76
64860	151	19
64861	175	4
64862	1914	47
64863	279	47
64864	238	76
64865	151	19
64866	175	4
64867	1914	47
64868	238	76
64869	279	47
64870	175	4
64871	151	19
64872	1865	13
64873	279	47
64874	152	76
64875	152	76
64876	1914	47
64877	1263	19
64878	227	4
64879	151	19
64880	175	4
64881	1914	47
64882	238	76
64883	279	47
64884	152	76
64885	175	4
64886	151	19
64887	1865	13
64888	279	47
64889	152	76
64890	175	4
64891	151	19
64892	1865	13
64893	279	47
64894	237	4
64895	152	76
64896	1263	19
64897	1865	13
64898	279	47
64899	151	19
64900	227	4
64901	238	76
64902	279	47
64903	1865	13
64904	152	76
64905	1263	19
64906	1914	47
64907	227	4
64908	237	4
64909	152	76
64910	1263	19
64911	1865	13
64912	279	47
64913	152	76
64914	1263	19
64915	1865	13
64916	279	47
64917	237	4
64918	237	4
64919	152	76
64920	1263	19
64921	1865	13
64922	279	47
64923	152	76
64924	175	4
64925	1865	13
64926	151	19
64927	279	47
64928	152	76
64929	1263	19
64930	1865	13
64931	1237	4
64932	279	47
64933	237	4
64934	152	76
64935	1865	13
64936	151	19
64937	279	47
64938	152	76
64939	175	4
64940	151	19
64941	1865	13
64942	279	47
64943	1263	19
64944	152	76
64945	1914	47
64946	227	4
64947	279	47
64948	152	76
64949	175	4
64950	151	19
64951	1865	13
64952	279	47
64953	152	76
64954	1263	19
64955	1865	13
64956	1237	4
64957	279	47
64958	152	76
64959	175	4
64960	1865	13
64961	151	19
64962	279	47
64963	175	4
64964	151	19
64965	1865	13
64966	279	47
64967	152	76
64968	151	19
64969	175	4
64970	1914	47
64971	238	76
64972	279	47
64973	1263	19
64974	227	4
64975	1865	13
64976	238	76
64977	279	47
64978	151	19
64979	227	4
64980	1865	13
64981	279	47
64982	238	76
64983	151	19
64984	227	4
64985	1865	13
64986	238	76
64987	279	47
64988	152	76
64989	685	0
64991	2486	0
64992	187	0
64993	1347	47
64994	2051	63
64995	227	4
64996	190	4
64997	193	29
64998	12	13
64999	315	33
65000	1383	33
65001	201	9
65002	122	13
65003	2060	13
65004	548	13
65005	9	4
65006	152	76
65007	175	4
65008	1914	47
65009	151	19
65010	279	47
65011	237	4
65012	1865	13
65013	152	76
65014	151	19
65015	279	47
65016	997	4
65017	132	11
65018	377	13
65019	2708	13
65020	253	4
65021	966	42
65022	918	48
65023	881	4
65024	587	4
65025	58	24
65026	1262	102
65027	389	13
65028	175	4
65029	954	19
65030	152	76
65031	1865	13
65032	279	47
65033	152	76
65034	954	19
65035	175	4
65036	1865	13
65037	279	47
65038	146	13
65039	193	29
65040	811	4
65041	1150	27
65042	611	110
65043	1150	27
65044	811	4
65045	193	29
65046	146	13
65047	611	110
65048	146	13
65049	193	29
65050	811	4
65051	1150	27
65052	611	110
65053	146	13
65054	193	29
65055	811	4
65056	1150	27
65057	611	110
65058	860	42
65059	75	4
65060	1570	47
65061	170	13
65062	2098	47
65063	525	65
65064	927	32
65065	687	110
65066	1628	21
65067	906	47
65068	525	65
65069	75	4
65070	1570	47
65071	170	13
65072	356	2
65073	361	8
65074	2477	13
65075	202	13
65076	63	4
65077	853	15
65078	846	11
65079	608	11
65080	826	4
65081	2642	2
65082	826	4
65083	826	4
65084	826	4
65085	120	4
65086	826	4
65087	473	4
65088	53	13
65089	67	4
65090	109	13
65091	2411	50
65092	146	13
65093	1352	13
65094	122	13
65095	661	110
65096	203	110
65097	1337	65
65098	170	13
65099	596	4
65100	352	4
65101	1136	50
65102	823	13
65103	2060	13
65104	990	11
65105	354	4
65106	541	4
65107	541	4
65108	2826	11
65109	58	24
65110	370	76
65111	916	48
65112	648	0
65113	153	29
65114	473	4
65115	1590	13
65116	33	33
65117	257	22
65118	184	4
65119	201	9
65120	362	27
65121	1843	33
65122	114	4
65123	522	4
65124	522	4
65125	122	13
65126	179	41
65127	947	2
65128	592	4
65129	270	13
65130	662	4
65131	63	4
65132	853	15
65133	1368	54
65134	548	13
65135	524	45
65136	2302	110
65137	268	11
65138	202	13
65139	621	4
65140	669	27
65141	1228	13
65142	621	4
65143	997	4
65144	132	11
65145	997	4
65146	132	11
65147	997	4
65148	132	11
65149	132	11
65150	997	4
65151	132	11
65152	997	4
65153	2164	4
65154	132	11
65155	997	4
65156	132	11
65157	997	4
65158	132	11
65159	132	11
65160	997	4
65161	997	4
65162	132	11
65163	997	4
65164	132	11
65165	132	11
65166	997	4
65167	132	11
65168	997	4
65169	997	4
65170	132	11
65171	132	11
65172	997	4
65173	997	4
65174	132	11
65175	997	4
65176	132	11
65177	997	4
65178	132	11
65179	997	4
65180	132	11
65181	997	4
65182	132	11
65183	997	4
65184	132	11
65185	997	4
65186	132	11
65187	122	13
65188	947	2
65189	592	4
65190	179	41
65191	164	4
65192	2588	22
65193	201	9
65194	362	27
65195	268	11
65196	184	4
65197	33	33
65198	654	22
65199	1261	4
65200	1347	47
65201	175	4
65202	734	15
65203	152	76
65204	1123	4
65205	255	2
65206	1329	4
65207	463	2
65208	331	2
65209	1308	4
65210	58	24
65211	389	13
65212	2478	13
65213	700	4
65214	541	4
65215	152	76
65216	175	4
65217	227	4
65218	238	76
65219	152	76
65220	175	4
65221	175	4
65222	618	48
65223	238	76
65224	175	4
65225	618	48
65226	238	76
65227	175	4
65228	2384	13
65229	152	76
65230	1865	13
65231	175	4
65232	618	48
65233	238	76
65234	151	19
65235	175	4
65236	152	76
65237	1865	13
65238	618	48
65239	175	4
65240	152	76
65241	618	48
65242	151	19
65243	1865	13
65244	175	4
65245	175	4
65246	152	76
65247	1865	13
65248	618	48
65249	151	19
65250	227	4
65251	238	76
65252	1263	19
65253	152	76
65254	1237	4
65255	175	4
65256	1422	47
65257	152	76
65258	1914	47
65259	227	4
65260	238	76
65261	152	76
65262	227	4
65263	152	76
65264	227	4
65265	618	48
65266	151	19
65267	175	4
65268	152	76
65269	1865	13
65270	618	48
65271	152	76
65272	227	4
65273	196	47
65274	196	47
65275	58	24
65276	196	47
65277	196	47
65278	58	24
65279	902	47
65280	69	13
65281	58	24
65282	196	47
65283	58	24
65284	196	47
65285	1262	102
65286	196	47
65287	58	24
65288	1122	13
65289	58	24
65290	196	47
65291	1262	102
65292	58	24
65293	1084	33
65294	196	47
65295	862	29
65296	1262	102
65297	1084	33
65298	58	24
65299	862	29
65300	1084	33
65301	1262	102
65302	58	24
65303	1122	13
65304	862	29
65305	862	29
65306	1084	33
65307	58	24
65308	1262	102
65309	58	24
65310	1262	102
65311	1084	33
65312	862	29
65313	152	76
65314	1865	13
65315	175	4
65316	175	4
65317	1434	47
65318	152	76
65319	1914	47
65320	196	47
65321	58	24
65322	196	47
65323	1262	102
65324	1084	33
65325	58	24
65326	862	29
65327	1262	102
65328	862	29
65329	58	24
65330	1084	33
65331	58	24
65332	196	47
65333	175	4
65334	152	76
65335	618	48
65336	1865	13
65337	151	19
65338	862	29
65339	1262	102
65340	58	24
65341	1084	33
65342	1914	47
65343	175	4
65344	152	76
65345	1262	102
65346	58	24
65347	152	76
65348	175	4
65349	1865	13
65350	758	26
65351	124	110
65352	124	110
65353	58	24
65354	758	26
65355	1337	65
65356	196	47
65357	2434	24
65358	758	26
65359	124	110
65360	58	24
65361	606	48
65362	342	13
65363	58	24
65364	2060	13
65365	152	76
65366	175	4
65367	1914	47
65368	1337	65
65369	489	26
65370	56	24
65371	867	48
65372	1084	33
65373	58	24
65374	1337	65
65375	175	4
65376	530	76
65377	23	47
65378	489	26
65379	730	47
65380	58	24
65381	1330	11
65382	1262	102
65383	196	47
65384	58	24
65385	124	110
65386	758	26
65387	196	47
65388	58	24
65389	867	48
65390	58	24
65391	867	48
65392	227	4
65393	23	47
65394	152	76
65395	709	37
65396	1262	102
65397	58	24
65398	758	26
65399	58	24
65400	58	24
65401	152	76
65402	1865	13
65403	175	4
65404	58	24
65405	1262	102
65406	758	26
65407	58	24
65408	283	48
65409	194	48
65410	621	4
65411	2742	13
65412	283	48
65413	194	48
65414	621	4
65415	2742	13
65416	58	24
65417	196	47
65418	279	47
65419	151	19
65420	152	76
65421	175	4
65422	1914	47
65423	151	19
65424	175	4
65425	152	76
65426	618	48
65427	1865	13
65428	58	24
65429	1337	65
65430	279	47
65431	151	19
65432	152	76
65433	1914	47
65434	227	4
65435	58	24
65436	196	47
65437	58	24
65438	1262	102
65439	1219	47
65440	862	29
65441	124	110
65442	2336	26
65443	1865	13
65444	530	76
65445	175	4
65446	152	76
65447	227	4
65448	196	47
65449	58	24
65450	2122	94
65451	152	76
65452	830	37
65454	175	4
65455	586	24
65456	1262	102
65457	124	110
65458	308	55
65459	58	24
65460	1807	47
65461	1330	11
65462	1262	102
65463	170	13
65464	58	24
65465	124	110
